"","7d Intestinal","Egg white","Eggshell","Mat. Cloaca","Mat. Intestinal","Mat. Magnum","Meconium","Yolk sac","index","stat","p.value","feature"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__norank_o__Peptostreptococcales-Tissierellales;g__unclassified_f__norank_o__Peptostreptococcales-Tissierellales;s__unclassified_f__norank_o__Peptostreptococcales-Tissierellales; OTU5530",0,0,0,1,0,0,0,0,4,0.488591675480393,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__norank_o__Peptostreptococcales-Tissierellales;g__unclassified_f__norank_o__Peptostreptococcales-Tissierellales;s__unclassified_f__norank_o__Peptostreptococcales-Tissierellales; OTU5530"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__uncultured_bacterium_g__Alistipes; OTU5606",0,0,0,0,1,0,0,0,5,0.417057475563006,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__uncultured_bacterium_g__Alistipes; OTU5606"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU9283",1,0,0,0,0,0,0,0,1,0.371907599478474,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU9283"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU8152",1,0,0,0,0,0,0,0,1,0.327190041527393,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU8152"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU1477",1,0,0,0,1,0,0,0,12,0.362719393735149,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU1477"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU8444",0,0,0,0,0,0,1,0,7,0.300077209548241,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU8444"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_anthracis_g__Bacillus; OTU265",0,0,0,0,0,0,0,1,8,0.49884051190214,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_anthracis_g__Bacillus; OTU265"
"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU5979",0,0,1,1,0,0,0,0,22,0.399584273143878,0.01,"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU5979"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1633",1,0,0,0,0,0,0,0,1,0.56803098792577,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1633"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1538",1,0,0,0,0,0,0,0,1,0.467496441321507,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1538"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Denitrobacterium;s__Eggerthellaceae_bacterium_AT8; OTU9815",0,0,0,0,0,1,0,0,6,0.400873209242624,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Denitrobacterium;s__Eggerthellaceae_bacterium_AT8; OTU9815"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6720",0,0,0,0,1,0,0,0,5,0.625695001915547,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6720"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU5525",0,0,0,0,1,0,0,0,5,0.323870378935991,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU5525"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__metagenome_g__norank_f__Ruminococcaceae; OTU2213",1,0,0,0,0,0,0,0,1,0.359576640714326,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__metagenome_g__norank_f__Ruminococcaceae; OTU2213"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_11;s__unclassified_g__Clostridium_sensu_stricto_11; OTU9910",0,0,0,0,0,1,0,0,6,0.538827466077806,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_11;s__unclassified_g__Clostridium_sensu_stricto_11; OTU9910"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8117",0,0,0,0,1,0,0,0,5,0.304610431975599,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8117"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_sp._cv1; OTU4409",0,0,0,1,1,0,0,0,27,0.525276281764311,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_sp._cv1; OTU4409"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__unclassified_g__Flavobacterium; OTU4728",0,1,0,0,0,0,0,0,2,0.284384937604343,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__unclassified_g__Flavobacterium; OTU4728"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2202",1,0,0,0,0,0,0,0,1,0.687964429893145,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2202"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2201",1,0,0,0,0,0,0,0,1,0.443940782577879,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2201"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_vesicularis; OTU230",0,1,0,0,0,0,0,0,2,0.451086204856206,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_vesicularis; OTU230"
"d__Bacteria;k__norank_d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__norank_f__Gemmatimonadaceae;s__metagenome_g__norank_f__Gemmatimonadaceae; OTU8722",0,0,0,1,0,0,0,0,4,0.356752181790114,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__norank_f__Gemmatimonadaceae;s__metagenome_g__norank_f__Gemmatimonadaceae; OTU8722"
"d__Bacteria;k__norank_d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__norank_o__Chloroplast;g__norank_f__norank_o__Chloroplast;s__unclassified_g__norank_f__norank_o__Chloroplast; OTU5748",0,0,1,0,0,0,0,1,26,0.386001301426255,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__norank_o__Chloroplast;g__norank_f__norank_o__Chloroplast;s__unclassified_g__norank_f__norank_o__Chloroplast; OTU5748"
"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU6860",0,0,0,0,1,0,0,0,5,0.604451153359207,0.01,"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU6860"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1093",1,0,0,0,1,0,0,0,12,0.422650343934623,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1093"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__norank_o__Bacteroidales;g__norank_f__norank_o__Bacteroidales;s__gut_metagenome_g__norank_f__norank_o__Bacteroidales; OTU9424",0,0,0,0,0,1,0,0,6,0.282674794800668,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__norank_o__Bacteroidales;g__norank_f__norank_o__Bacteroidales;s__gut_metagenome_g__norank_f__norank_o__Bacteroidales; OTU9424"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7035",0,0,0,0,1,0,0,0,5,0.557888133120323,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7035"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7031",0,0,0,0,1,0,0,0,5,0.437810610966762,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7031"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1890",1,0,0,0,0,0,0,0,1,0.409625354056332,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1890"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__uncultured_bacterium_g__norank_f__UCG-010; OTU6103",0,0,0,1,1,0,0,0,27,0.285124793291947,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__uncultured_bacterium_g__norank_f__UCG-010; OTU6103"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia_insidiosa; OTU4031",0,0,0,0,0,0,0,1,8,0.403406369420193,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia_insidiosa; OTU4031"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__uncultured_bacterium_g__Trueperella; OTU5754",0,0,0,1,0,0,0,0,4,0.605339023540035,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__uncultured_bacterium_g__Trueperella; OTU5754"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU8782",1,0,0,0,1,0,0,0,12,0.323463191667325,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU8782"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6073",0,0,0,1,1,0,0,0,27,0.314816454939496,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6073"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU1716",1,0,0,0,1,0,0,0,12,0.378614224971536,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU1716"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__unclassified_g__Ruminococcus; OTU908",1,0,0,0,0,0,0,1,15,0.372081937118875,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__unclassified_g__Ruminococcus; OTU908"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_pontis; OTU7305",0,0,0,0,1,0,0,0,5,0.380761186814658,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_pontis; OTU7305"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__unclassified_g__Pandoraea; OTU4054",0,0,0,0,0,1,0,0,6,0.37852890971981,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__unclassified_g__Pandoraea; OTU4054"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__unclassified_g__UCG-005; OTU3054",1,0,0,0,0,0,0,0,1,0.485594566143072,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__unclassified_g__UCG-005; OTU3054"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU6123",0,0,0,0,1,0,0,0,5,0.503661888577317,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU6123"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__uncultured_bacterium_g__Blastococcus; OTU496",0,0,0,0,0,0,0,1,8,0.39268908605418,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__uncultured_bacterium_g__Blastococcus; OTU496"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU5031",0,0,0,0,1,0,0,0,5,0.360710890301659,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU5031"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU3231",1,0,0,0,0,0,0,0,1,0.370091454767561,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU3231"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_nematocida; OTU175",0,1,0,0,0,0,0,0,2,0.416632677611897,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_nematocida; OTU175"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU5755",0,0,0,0,1,0,0,0,5,0.328250417313692,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU5755"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides; OTU277",0,0,0,0,1,0,0,0,5,0.359624127117742,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides; OTU277"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium_g__Subdoligranulum; OTU2170",1,0,0,0,1,0,0,0,12,0.399018241291859,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium_g__Subdoligranulum; OTU2170"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2074",1,0,0,0,0,0,0,0,1,0.352573197467283,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2074"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__uncultured_bacterium_g__Intestinimonas; OTU6121",1,0,0,0,0,0,0,0,1,0.348413402540857,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__uncultured_bacterium_g__Intestinimonas; OTU6121"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU732",1,0,0,0,0,0,0,0,1,0.385595422189705,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU732"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU8571",1,0,0,0,1,0,0,0,12,0.325404556417014,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU8571"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8926",0,0,0,0,1,0,0,0,5,0.433015441395414,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8926"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU5122",0,0,0,0,1,0,0,0,5,0.517695481388569,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU5122"
